sample_index,timestamp_s
69,1762880029.615226984
195,1762880030.402608156
313,1762880031.139981031
428,1762880031.858565807
544,1762880032.583414078
670,1762880033.370826960
799,1762880034.176997900
934,1762880035.020550966
1060,1762880035.807885170
1184,1762880036.582880974
1316,1762880037.407554150
1454,1762880038.269782066
1594,1762880039.144935846
1724,1762880039.956970930
1850,1762880040.744378090
1978,1762880041.544426918
2120,1762880042.431535006
2264,1762880043.331343889
2411,1762880044.249969006
2544,1762880045.081120968
2679,1762880045.924605846
